Experiment	ItemId	Sentence	Question	Condition	Correct_Answer	Question_type	List
RCs_ET	21	*家長*認出*那位*下午*稱讚了*學生*多次*的*老師*然後*打招呼。*	那位學生稱讚了老師嗎?	c	2	2	3
RCs_ET	21	*家長*認出*那位*下午*學生*稱讚了*多次*的*老師*然後*打招呼。*	那位學生稱讚了老師嗎?	d	1	2	4
RCs_ET	22	*那位*上週*討教了*護士*一度*的*營養師*看了*醫生*而且*確定病徵。*	那位護士討教了營養師嗎?	a	2	2	2
RCs_ET	22	*那位*上週*護士*討教了*一度*的*營養師*看了*醫生*而且*確定病徵。*	那位護士討教了營養師嗎?	b	1	2	3
RCs_ET	22	*醫生*看了*那位*上週*討教了*護士*一度*的*營養師*而且*確定病徵。*	那位護士討教了營養師嗎?	c	2	2	4
RCs_ET	22	*醫生*看了*那位*上週*護士*討教了*一度*的*營養師*而且*確定病徵。*	那位護士討教了營養師嗎?	d	1	2	1
RCs_ET	23	*這位*上個月*認識了*新同事*幾次*的*員工*說服過*上司*然後*轉了部門。*	新同事認識了員工嗎?	a	2	2	3
RCs_ET	23	*這位*上個月*新同事*認識了*幾次*的*員工*說服過*上司*然後*轉了部門。*	新同事認識了員工嗎?	b	1	2	4
RCs_ET	23	*上司*說服過*這位*上個月*認識了*新同事*幾次*的*員工*然後*轉了部門。*	新同事認識了員工嗎?	c	2	2	1
RCs_ET	23	*上司*說服過*這位*上個月*新同事*認識了*幾次*的*員工*然後*轉了部門。*	新同事認識了員工嗎?	d	1	2	2
RCs_ET	24	*這位*上午*陪了*妻子*許久*的*丈夫*問了*旅行社*然後*決定規劃旅行。*	妻子陪了丈夫嗎?	a	2	2	4
RCs_ET	24	*這位*上午*妻子*陪了*許久*的*丈夫*問了*旅行社*然後*決定規劃旅行。*	妻子陪了丈夫嗎?	b	1	2	1
RCs_ET	24	*旅行社*問了*這位*上午*陪了*妻子*許久*的*丈夫*然後*決定規劃旅行。*	妻子陪了丈夫嗎?	c	2	2	2
RCs_ET	24	*旅行社*問了*這位*上午*妻子*陪了*許久*的*丈夫*然後*決定規劃旅行。*	妻子陪了丈夫嗎?	d	1	2	3
RCs_ET	25	*那個*上午*詢問了*店員*一時*的*女孩*找到*媽媽*然後*回了家。*	女孩詢問了店員嗎?	a	1	3	1
RCs_ET	25	*那個*上午*店員*詢問了*一時*的*女孩*找到*媽媽*然後*回了家。*	女孩詢問了店員嗎?	b	2	3	2
RCs_ET	25	*媽媽*找到*那個*上午*詢問了*店員*一時*的*女孩*然後*回了家。*	女孩詢問了店員嗎?	c	1	3	3
RCs_ET	25	*媽媽*找到*那個*上午*店員*詢問了*一時*的*女孩*然後*回了家。*	女孩詢問了店員嗎?	d	2	3	4
RCs_ET	26	*這個*去年*恭喜了*新娘*幾度*的*商人*吻了*女兒*並且*舉辦喜宴。*	商人恭喜了新娘嗎?	a	1	3	2
RCs_ET	26	*這個*去年*新娘*恭喜了*幾度*的*商人*吻了*女兒*並且*舉辦喜宴。*	商人恭喜了新娘嗎?	b	2	3	3
RCs_ET	26	*女兒*吻了*這個*去年*恭喜了*新娘*幾度*的*商人*並且*舉辦喜宴。*	商人恭喜了新娘嗎?	c	1	3	4
RCs_ET	26	*女兒*吻了*這個*去年*新娘*恭喜了*幾度*的*商人*並且*舉辦喜宴。*	商人恭喜了新娘嗎?	d	2	3	1
RCs_ET	27	*這位*昨晚*相信了*科學家*一時*的*播報員*聯繫*物理專家*並且*調查了真相。*	播報員相信了科學家嗎?	a	1	3	3
RCs_ET	27	*這位*昨晚*科學家*相信了*一時*的*播報員*聯繫*物理專家*並且*調查了真相。*	播報員相信了科學家嗎?	b	2	3	4
RCs_ET	27	*物理專家*聯繫*這位*昨晚*相信了*科學家*一時*的*播報員*並且*調查了真相。*	播報員相信了科學家嗎?	c	1	3	1
RCs_ET	27	*物理專家*聯繫*這位*昨晚*相信了*科學家*一時*的*播報員*並且*調查了真相。*	播報員相信了科學家嗎?	d	2	3	2
RCs_ET	28	*那個*前天*愉悅了*小說家*一度*的*歌劇家*想到*大學教授*所以*聯了絡。*	歌劇家愉悅了小說家嗎?	a	1	3	4
RCs_ET	28	*那個*前天*小說家*愉悅了*一度*的*歌劇家*想到*大學教授*所以*聯了絡。*	歌劇家愉悅了小說家嗎?	b	2	3	1
RCs_ET	28	*大學教授*想到*那個*前天*愉悅了*小說家*一度*的*歌劇家*所以*聯了絡。*	歌劇家愉悅了小說家嗎?	c	1	3	2
RCs_ET	28	*大學教授*想到*那個*前天*小說家*愉悅了*一度*的*歌劇家*所以*聯了絡。*	歌劇家愉悅了小說家嗎?	d	2	3	3
RCs_ET	29	*這個*剛才*接了*姑姑*一次*的*叔叔*送了*伯伯*並且*一起坐車去。*	伯伯送了這個叔叔嗎?	a	2	4	1
RCs_ET	29	*這個*剛才*姑姑*接了*一次*的*叔叔*送了*伯伯*並且*一起坐車去。*	伯伯送了這個叔叔嗎?	b	2	4	2
RCs_ET	29	*伯伯*送了*這個*剛才*接了*姑姑*一次*的*叔叔*並且*一起坐車去。*	伯伯送了這個叔叔嗎?	c	1	4	3
RCs_ET	29	*伯伯*送了*這個*剛才*姑姑*接了*一次*的*叔叔*並且*一起坐車去。*	伯伯送了這個叔叔嗎?	d	1	4	4
RCs_ET	30	*這個*今晚*迎接了*客人*一時*的*男生*遇見*一位女孩*然後*要了電話號碼。*	一位女孩遇見這個男生嗎?	a	2	4	2
RCs_ET	30	*這個*今晚*客人*迎接了*一時*的*男生*遇見*一位女孩*然後*要了電話號碼。*	一位女孩遇見這個男生嗎?	b	2	4	3
RCs_ET	30	*一位女孩*遇見*這個*今晚*迎接了*客人*一時*的*男生*然後*要了電話號碼。*	一位女孩遇見這個男生嗎?	c	1	4	4
RCs_ET	30	*一位女孩*遇見*這個*今晚*客人*迎接了*一時*的*男生*然後*要了電話號碼。*	一位女孩遇見這個男生嗎?	d	1	4	1
RCs_ET	31	*那個*剛剛*邀請了*女同學*一次*的*學生*拒絕*好朋友*並且*離開了教室。*	好朋友拒絕那個學生嗎?	a	2	4	3
RCs_ET	31	*那個*剛剛*女同學*邀請了*一次*的*學生*拒絕*好朋友*並且*離開了教室。*	好朋友拒絕那個學生嗎?	b	2	4	4
RCs_ET	31	*好朋友*拒絕*那個*剛剛*邀請了*女同學*一次*的*學生*並且*離開了教室。*	好朋友拒絕那個學生嗎?	c	1	4	1
RCs_ET	31	*好朋友*拒絕*那個*剛剛*女同學*邀請了*一次*的*學生*並且*離開了教室。*	好朋友拒絕那個學生嗎?	d	1	4	2
RCs_ET	32	*那位*昨天*拜訪了*親戚*一度*的*生意人*撞到*青梅主馬*並且*感到訝異。*	青梅主馬撞到那位生意人嗎?	a	2	4	4
RCs_ET	32	*那位*昨天*親戚*拜訪了*一度*的*生意人*撞到*青梅主馬*並且*感到訝異。*	青梅主馬撞到那位生意人嗎?	b	2	4	1
RCs_ET	32	*青梅主馬*撞到*那位*昨天*拜訪了*親戚*一度*的*生意人*並且*感到訝異。*	青梅主馬撞到那位生意人嗎?	c	1	4	2
RCs_ET	32	*青梅主馬*撞到*那位*昨天*親戚*拜訪了*一度*的*生意人*並且*感到訝異。*	青梅主馬撞到那位生意人嗎?	d	1	4	3
Filler	101	*在*旅館*寫*劇本*的*那段*時間*日子*過得*很*愜意。*	日子過得很愜意是在旅館寫劇本的那段時間？	filler	1	99	1
Filler	101	*在*旅館*寫*劇本*的*那段*時間*日子*過得*很*愜意。*	日子過得很愜意是在旅館寫劇本的那段時間？	filler	1	99	2
Filler	101	*在*旅館*寫*劇本*的*那段*時間*日子*過得*很*愜意。*	日子過得很愜意是在旅館寫劇本的那段時間？	filler	1	99	3
Filler	101	*在*旅館*寫*劇本*的*那段*時間*日子*過得*很*愜意。*	日子過得很愜意是在旅館寫劇本的那段時間？	filler	1	99	4
Filler	102	*這種*不能*規格化*的*產品*本來*就是*手工藝*時代*的*特色。*	不能規格化的產品是手工藝時代的特色？	filler	1	99	1
Filler	102	*這種*不能*規格化*的*產品*本來*就是*手工藝*時代*的*特色。*	不能規格化的產品是手工藝時代的特色？	filler	1	99	2
Filler	102	*這種*不能*規格化*的*產品*本來*就是*手工藝*時代*的*特色。*	不能規格化的產品是手工藝時代的特色？	filler	1	99	3
Filler	102	*這種*不能*規格化*的*產品*本來*就是*手工藝*時代*的*特色。*	不能規格化的產品是手工藝時代的特色？	filler	1	99	4
Filler	103	*比利時*釀製*啤酒*的*歷史*很久*從*羅馬帝國*時代*就*開始*了。*	比利時釀製啤酒的歷史從羅馬帝國時代就開始了？	filler	1	99	1
Filler	103	*比利時*釀製*啤酒*的*歷史*很久*從*羅馬帝國*時代*就*開始*了。*	比利時釀製啤酒的歷史從羅馬帝國時代就開始了？	filler	1	99	2
Filler	103	*比利時*釀製*啤酒*的*歷史*很久*從*羅馬帝國*時代*就*開始*了。*	比利時釀製啤酒的歷史從羅馬帝國時代就開始了？	filler	1	99	3
Filler	103	*比利時*釀製*啤酒*的*歷史*很久*從*羅馬帝國*時代*就*開始*了。*	比利時釀製啤酒的歷史從羅馬帝國時代就開始了？	filler	1	99	4
Filler	104	*如果*要*選*一種*雞尾酒*來*代表*寂寞*的話*我會*選*馬丁尼。*	馬丁尼會被我選為代表寂寞的酒？	filler	1	99	1
Filler	104	*如果*要*選*一種*雞尾酒*來*代表*寂寞*的話*我會*選*馬丁尼。*	馬丁尼會被我選為代表寂寞的酒？	filler	1	99	2
Filler	104	*如果*要*選*一種*雞尾酒*來*代表*寂寞*的話*我會*選*馬丁尼。*	馬丁尼會被我選為代表寂寞的酒？	filler	1	99	3
Filler	104	*如果*要*選*一種*雞尾酒*來*代表*寂寞*的話*我會*選*馬丁尼。*	馬丁尼會被我選為代表寂寞的酒？	filler	1	99	4
Filler	105	*這個*心愛*的*酒館*後來*因為*生意*太差*自然*關門了。*	生意太差所以酒館自然關門了？	filler	1	99	1
Filler	105	*這個*心愛*的*酒館*後來*因為*生意*太差*自然*關門了。*	生意太差所以酒館自然關門了？	filler	1	99	2
Filler	105	*這個*心愛*的*酒館*後來*因為*生意*太差*自然*關門了。*	生意太差所以酒館自然關門了？	filler	1	99	3
Filler	105	*這個*心愛*的*酒館*後來*因為*生意*太差*自然*關門了。*	生意太差所以酒館自然關門了？	filler	1	99	4
Filler	106	*雪莉酒*是*用*曬乾*的*葡萄*釀製成的*在*釀製*過程中*要*加入*白蘭地。*	釀製雪莉酒的過程中要加入白蘭地？	filler	1	99	1
Filler	106	*雪莉酒*是*用*曬乾*的*葡萄*釀製成的*在*釀製*過程中*要*加入*白蘭地。*	釀製雪莉酒的過程中要加入白蘭地？	filler	1	99	2
Filler	106	*雪莉酒*是*用*曬乾*的*葡萄*釀製成的*在*釀製*過程中*要*加入*白蘭地。*	釀製雪莉酒的過程中要加入白蘭地？	filler	1	99	3
Filler	106	*雪莉酒*是*用*曬乾*的*葡萄*釀製成的*在*釀製*過程中*要*加入*白蘭地。*	釀製雪莉酒的過程中要加入白蘭地？	filler	1	99	4
Filler	107	*中國人*好補*可能*有*世界上*最多*種*的*補酒。*	中國的補酒可能世界上最多？	filler	1	99	1
Filler	107	*中國人*好補*可能*有*世界上*最多*種*的*補酒。*	中國的補酒可能世界上最多？	filler	1	99	2
Filler	107	*中國人*好補*可能*有*世界上*最多*種*的*補酒。*	中國的補酒可能世界上最多？	filler	1	99	3
Filler	107	*中國人*好補*可能*有*世界上*最多*種*的*補酒。*	中國的補酒可能世界上最多？	filler	1	99	4
Filler	108	*香檳*一向*慣常*當作*開胃酒*或*高級*宴會中*的*飲酒。*	高級宴會中的飲酒常是香檳？	filler	1	99	1
Filler	108	*香檳*一向*慣常*當作*開胃酒*或*高級*宴會中*的*飲酒。*	高級宴會中的飲酒常是香檳？	filler	1	99	2
Filler	108	*香檳*一向*慣常*當作*開胃酒*或*高級*宴會中*的*飲酒。*	高級宴會中的飲酒常是香檳？	filler	1	99	3
Filler	108	*香檳*一向*慣常*當作*開胃酒*或*高級*宴會中*的*飲酒。*	高級宴會中的飲酒常是香檳？	filler	1	99	4
Filler	109	*波爾多*是*法國*西南部*重要*的*都市*以*美食*聞名。*	波爾多以美食聞名？	filler	1	99	1
Filler	109	*波爾多*是*法國*西南部*重要*的*都市*以*美食*聞名。*	波爾多以美食聞名？	filler	1	99	2
Filler	109	*波爾多*是*法國*西南部*重要*的*都市*以*美食*聞名。*	波爾多以美食聞名？	filler	1	99	3
Filler	109	*波爾多*是*法國*西南部*重要*的*都市*以*美食*聞名。*	波爾多以美食聞名？	filler	1	99	4
Filler	110	*意大利*葡萄酒*的*產量*是*世界*第一*齣口量*也*是*世界*第一。*	葡萄酒的出口量意大利是世界第一？	filler	1	99	1
Filler	110	*意大利*葡萄酒*的*產量*是*世界*第一*齣口量*也*是*世界*第一。*	葡萄酒的出口量意大利是世界第一？	filler	1	99	2
Filler	110	*意大利*葡萄酒*的*產量*是*世界*第一*齣口量*也*是*世界*第一。*	葡萄酒的出口量意大利是世界第一？	filler	1	99	3
Filler	110	*意大利*葡萄酒*的*產量*是*世界*第一*齣口量*也*是*世界*第一。*	葡萄酒的出口量意大利是世界第一？	filler	1	99	4
Filler	111	*懂*外文*的*助手們*捧著*原文*把*文章*的*意思*口述*給*他*聽。*	助手把文章意思口述給他聽？	filler	1	99	1
Filler	111	*懂*外文*的*助手們*捧著*原文*把*文章*的*意思*口述*給*他*聽。*	助手把文章意思口述給他聽？	filler	1	99	2
Filler	111	*懂*外文*的*助手們*捧著*原文*把*文章*的*意思*口述*給*他*聽。*	助手把文章意思口述給他聽？	filler	1	99	3
Filler	111	*懂*外文*的*助手們*捧著*原文*把*文章*的*意思*口述*給*他*聽。*	助手把文章意思口述給他聽？	filler	1	99	4
Filler	112	*為*適應*國內*消費者*的*需求*口味*勢必*要*求新*求變。*	口味求新求變才能適應國內消費者的需求？	filler	1	99	1
Filler	112	*為*適應*國內*消費者*的*需求*口味*勢必*要*求新*求變。*	口味求新求變才能適應國內消費者的需求？	filler	1	99	2
Filler	112	*為*適應*國內*消費者*的*需求*口味*勢必*要*求新*求變。*	口味求新求變才能適應國內消費者的需求？	filler	1	99	3
Filler	112	*為*適應*國內*消費者*的*需求*口味*勢必*要*求新*求變。*	口味求新求變才能適應國內消費者的需求？	filler	1	99	4
